NoOfEvals,IsmArexJggDoubleSphereUVr1_0_0,IsmArexJggDoubleSphereUVr1_0_1,IsmArexJggDoubleSphereUVr1_0_2,IsmArexJggDoubleSphereUVr1_0_3,IsmArexJggDoubleSphereUVr1_0_4,IsmArexJggDoubleSphereUVr1_0_5,IsmArexJggDoubleSphereUVr1_0_6,IsmArexJggDoubleSphereUVr1_0_7,IsmArexJggDoubleSphereUVr1_0_8,IsmArexJggDoubleSphereUVr1_0_9
20550,0.10000000088314587,0.1000000025230095,0.10000000090536279,0.10000000153775514,0.10000000114313101,0.10000000099743202,0.10000000255863788,0.10000000257155041,0.10000000085674561,0.10000000092172764
21050,0.10000000129572179,0.10000000123805594,0.10000000072623,0.10000000087536805,0.1000000005534668,0.1000000008626087,0.10000000110585407,0.10000000077543399,0.10000000059291726,0.10000000043887158
21550,0.10000000057821543,0.10000000047459137,0.10000000024083526,0.100000000376705,0.10000000038625037,0.10000000059789176,0.10000000110585407,0.10000000061977458,0.10000000029010045,0.10000000041745527
22050,0.10000000041850692,0.10000000038820908,0.10000000010848885,0.10000000019978901,0.10000000026980947,0.10000000032147113,0.10000000021117246,0.10000000045727926,0.10000000016109124,0.10000000017604972
22550,0.10000000013691084,0.10000000015701457,0.10000000011270754,0.10000000009142387,0.10000000021267333,0.10000000032147113,0.10000000030884244,0.10000000020884144,0.1000000000820709,0.10000000011594153
23050,0.10000000006126498,0.10000000014608833,0.10000000004541862,0.10000000009142387,0.10000000008316039,0.10000000006355302,0.10000000018073435,0.10000000011330927,0.10000000005260927,0.10000000010116093
23550,0.10000000006328838,0.10000000004495584,0.10000000003963608,0.1000000000388848,0.10000000003411451,0.10000000009906934,0.10000000010308432,0.10000000006309102,0.10000000004818695,0.10000000003178441
24050,0.1000000000426094,0.10000000006023217,0.10000000001350426,0.10000000001594161,0.100000000015057,0.10000000003256969,0.10000000005050315,0.10000000002552663,0.10000000001454439,0.10000000002696777
24550,0.10000000002534533,0.10000000001867047,0.10000000001450901,0.1000000000169287,0.10000000001803443,0.10000000002323921,0.10000000003043734,0.10000000001843269,0.1000000000071229,0.10000000001806213
25050,0.10000000001254396,0.10000000001932896,0.10000000000575712,0.10000000000613805,0.10000000000707664,0.1000000000091999,0.10000000001000531,0.10000000001704797,0.1000000000071229,0.10000000001696487
25550,0.10000000000370932,0.10000000000653557,0.10000000000290887,0.10000000000397795,0.10000000000284871,0.10000000000546802,0.10000000000639148,0.10000000000962311,0.10000000000378244,0.10000000000511834
26050,0.10000000000360425,0.10000000000389471,0.10000000000087207,0.10000000000172286,0.10000000000130638,0.10000000000639662,0.10000000000386428,0.10000000000488507,0.10000000000139453,0.10000000000264313
26550,0.10000000000285117,0.10000000000389471,0.10000000000044905,0.10000000000129688,0.10000000000146969,0.10000000000195786,0.10000000000198746,0.1000000000012176,0.10000000000036198,0.10000000000154997
27050,0.10000000000040928,0.10000000000194109,0.10000000000019968,0.10000000000086533,0.10000000000046272,0.10000000000070192,0.10000000000164673,0.10000000000130625,0.10000000000036198,0.10000000000075775
27550,0.10000000000049558,0.1000000000006377,0.10000000000016003,0.10000000000017997,0.10000000000033892,0.10000000000070192,0.10000000000047465,0.10000000000060567,0.10000000000036198,0.10000000000075775
28050,0.10000000000027957,0.10000000000025876,0.10000000000006472,0.10000000000015559,0.10000000000021107,0.10000000000037569,0.10000000000047465,0.1000000000002166,0.10000000000010578,0.10000000000020692
28550,0.10000000000021102,0.10000000000036342,0.100000000000056,0.10000000000015555,0.10000000000007635,0.10000000000027366,0.10000000000028442,0.10000000000020481,0.10000000000010578,0.10000000000008233
29050,0.10000000000007939,0.1000000000002135,0.10000000000003788,0.10000000000005312,0.10000000000007284,0.10000000000010895,0.10000000000011688,0.10000000000022173,0.10000000000004715,0.10000000000012264
29550,0.10000000000005788,0.1000000000000975,0.10000000000002292,0.10000000000002897,0.10000000000001881,0.10000000000005344,0.10000000000015595,0.10000000000013547,0.10000000000002295,0.10000000000005545
30050,0.10000000000002943,0.10000000000006427,0.10000000000001504,0.10000000000001869,0.10000000000001881,0.10000000000002929,0.10000000000002612,0.1000000000000493,0.10000000000001477,0.1000000000000228
30550,0.10000000000001842,0.10000000000003678,0.1000000000000097,0.10000000000001236,0.10000000000001452,0.10000000000001444,0.10000000000002904,0.10000000000002207,0.10000000000000743,0.10000000000001658
31050,0.10000000000001572,0.10000000000002422,0.10000000000000561,0.10000000000000552,0.10000000000000868,0.10000000000001444,0.10000000000001565,0.10000000000001218,0.10000000000000736,0.10000000000001272
31550,0.10000000000000722,0.1000000000000101,0.10000000000000216,0.10000000000000211,0.10000000000000454,0.10000000000000182,0.10000000000000499,0.10000000000000557,0.10000000000000422,0.10000000000000488
32050,0.10000000000000321,0.10000000000000976,0.10000000000000146,0.10000000000000221,0.10000000000000196,0.10000000000000267,0.10000000000000499,0.10000000000000386,0.10000000000000173,0.10000000000000378
32550,0.10000000000000188,0.1000000000000028,0.1000000000000009,0.10000000000000082,0.1000000000000011,0.10000000000000189,0.1000000000000017,0.10000000000000213,0.1000000000000007,0.1000000000000028
33050,0.10000000000000142,0.10000000000000218,0.1000000000000007,0.10000000000000044,0.10000000000000064,0.10000000000000117,0.1000000000000017,0.10000000000000193,0.1000000000000007,0.10000000000000112
33550,0.1000000000000011,0.10000000000000081,0.1000000000000003,0.10000000000000013,0.10000000000000081,0.10000000000000088,0.10000000000000091,0.10000000000000106,0.10000000000000027,0.10000000000000067
34050,0.1000000000000002,0.1000000000000005,0.10000000000000013,0.10000000000000027,0.10000000000000037,0.10000000000000028,0.10000000000000057,0.10000000000000013,0.10000000000000017,0.10000000000000027
34550,0.10000000000000016,0.10000000000000014,0.10000000000000013,0.1000000000000001,0.10000000000000016,0.10000000000000028,0.10000000000000023,0.10000000000000013,0.1000000000000001,0.1000000000000001
35050,0.10000000000000013,0.10000000000000027,0.10000000000000009,0.10000000000000003,0.10000000000000007,0.10000000000000019,0.10000000000000014,0.10000000000000013,0.10000000000000005,0.10000000000000009
35550,0.10000000000000007,0.10000000000000012,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000007,0.1000000000000001,0.1000000000000001,0.10000000000000003,0.10000000000000005
36050,0.10000000000000003,0.10000000000000009,0.10000000000000002,0.10000000000000003,0.10000000000000003,0.10000000000000006,0.10000000000000005,0.10000000000000005,0.10000000000000002,0.10000000000000003
36550,0.10000000000000002,0.10000000000000003,0.10000000000000002,0.10000000000000002,0.10000000000000003,0.10000000000000003,0.10000000000000002,0.10000000000000003,0.10000000000000002,0.10000000000000002
37050,0.10000000000000002,0.10000000000000003,0.1,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002
37550,0.10000000000000002,0.1,0.1,0.1,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.1
38050,0.1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.10000000000000002,0.1,0.1
38550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
39050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
39550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
40050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
40550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
41050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
41550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
42050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
42550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
44050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
44550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
45050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
45550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
46050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
46550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
47050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
47550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
48050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
48550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
49050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
49550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
50000,88.2642274849256,65.54711478044138,134.28476256110994,39.18148943983766,47.985844237604454,39.60573947155753,18.74984855800351,44.304463418601976,28.263575889036115,73.12464545659347
50050,55.36168212058722,65.54711478044138,134.28476256110994,39.18148943983766,47.985844237604454,28.56117236959646,18.74984855800351,42.328716337371986,28.263575889036115,73.12464545659347
50550,9.121621866501384,24.329339380883155,38.14298280722472,5.710010390044055,25.163716196695614,14.893616416913558,28.051119356390053,18.564657219240665,12.577485250230238,23.580122395382716
51050,5.259216822345018,9.981155261890422,25.905952807932017,3.8928222223281703,13.35683968610323,13.241692763829153,11.51781583126332,6.681406266557791,9.982171386219225,15.59021063826448
51550,7.205784235783374,7.047305267521722,14.329667634095584,3.259647860135846,4.901174952714856,4.161338616458673,8.772609155442275,3.794738894347825,3.6771002656544054,6.341331606670151
52050,3.7773039705951343,4.876665913510591,9.339174014457804,1.7943308776032367,2.312077555739875,2.6047354182523654,3.7288731183804606,2.662168579230586,2.2508606593579983,1.9384487908162262
52550,1.71779001396122,2.345675689659571,5.097686734214267,0.9488908087642345,1.4573785260215095,1.2886328442573198,1.634163752445616,1.314309529262461,1.2962321112679263,1.9384487908162262
53050,0.7017776762648825,2.1825956412341228,2.7818595814972853,0.5586695546772855,0.8420586984824135,0.8379732744908864,0.8289660158717802,1.2228380959946676,1.0339879376654117,0.8258383616351643
53550,0.43251087327231696,0.745802793007743,1.2634997323798693,0.3769784415003057,0.49881692633886676,0.5635514756292022,0.9060693944888419,0.5761615107389045,0.34592688093278523,0.9490733012307836
54050,0.43251087327231696,0.40726598846764117,1.3321807193122763,0.2866509623428434,0.29366003211645153,0.3167248676700507,0.25607833232646515,0.38592078960435483,0.2851278745405983,0.3337304727505478
54550,0.2488153178190284,0.22906094974394303,0.9085153711963593,0.21422735273406474,0.26885690474528007,0.2900568631626074,0.24827839579756494,0.25239609590606604,0.16175080487562862,0.21105134519318824
55050,0.20125197950056234,0.22906094974394303,0.5202765540781608,0.15184314350183403,0.20396059299637143,0.2095048220638971,0.205451026118687,0.19473247725642281,0.17508634271042028,0.20313217822566837
55550,0.1390408397010644,0.17790497954708584,0.2986454370676655,0.1101230290113709,0.12803884820077177,0.12649096454873654,0.12366377731074985,0.13856976201952798,0.16283881223658192,0.16500090034165227
56050,0.11956414831343151,0.12472333937285543,0.15940336016645074,0.1101230290113709,0.12803884820077177,0.12649096454873654,0.14092468326130778,0.11474178284305649,0.12465491561985947,0.13091186211216477
56550,0.11455653846198123,0.11808091304201211,0.1524334906441206,0.10939835846346999,0.11754520257967356,0.11119725366723442,0.1200883891163799,0.11112146550622302,0.11661008854246094,0.12653068467978074
57050,0.1113362579972636,0.1099388959900994,0.13823509134964015,0.10424078205688331,0.11086904187814807,0.10722217851092251,0.10574589243957641,0.1050710916789319,0.1083682164785247,0.10616442122487758
57550,0.10820665026284418,0.10664484159125319,0.11920754338252977,0.10100578662491745,0.10769301741306457,0.10535701172314443,0.10275484968555523,0.10369379114379579,0.10391160709379298,0.10298327695319998
58050,0.10269919123502609,0.1055554328614002,0.10908166073472425,0.10116273837548134,0.10445882265491405,0.10265014837040852,0.10342658138941478,0.10150614929558835,0.10086082031325896,0.10298327695319998
58550,0.10112090098460066,0.10370421595881639,0.1039155328746642,0.10115888774989089,0.10174651838247671,0.10103607425376158,0.10142742002034102,0.10110098534875714,0.10086082031325896,0.10207027681567346
59050,0.10112090098460066,0.10114995143448328,0.10228305237080977,0.10033664860278814,0.10121134258409631,0.1004536940533657,0.1008379510748137,0.10038814405263494,0.10082054208306968,0.10057028217217362
59550,0.10036729204032019,0.10077967181960404,0.10263680016403709,0.10018712294465221,0.10046411823443295,0.10012718199245511,0.10066767273881494,0.10028918662188857,0.10044711646561137,0.100711849121606
60050,0.10024955692385228,0.10052593112177569,0.10115761065205413,0.10010501137615595,0.10041816829183008,0.10016502226647298,0.10028797011446972,0.1003309180097333,0.10017263973486934,0.10024358903972874
60550,0.10023936005147643,0.10015225442543596,0.10053196132729414,0.10008698198968112,0.10031342987440064,0.10008001338345048,0.10011817661048898,0.10007764413223089,0.10008997505352715,0.10014800113909113
61050,0.10003818855039757,0.10013324579859562,0.10023613284886515,0.10003165795244147,0.10010253162732381,0.10005580913440318,0.10006406987079318,0.10007764413223089,0.10003303800177958,0.10011925248439271
61550,0.10003788621362453,0.10006003401828545,0.10025496048495457,0.10003165795244147,0.10006601023605684,0.10004421454195583,0.10005226515326482,0.10003401061114989,0.1000142005602224,0.10003558574875136
62050,0.10003818855039757,0.10004130549671467,0.10003109554710954,0.1000131332951822,0.10004591832009899,0.10001786052059877,0.10002240268534149,0.10002517192874219,0.10002336495936484,0.10001516900874997
62550,0.10002099410407649,0.10001834886033598,0.10003109554710954,0.10000513153714605,0.10002179739783812,0.10001031679500555,0.10001457277176125,0.10001794703824755,0.10001226209194371,0.10001012742873035
63050,0.10000725915710344,0.10001073372028195,0.10003109554710954,0.10000158334523798,0.1000141642786759,0.10000885576769147,0.1000075400085471,0.10000487071445886,0.10000574660807075,0.10000693234207249
63550,0.1000047704799651,0.1000079501547396,0.1000217756588141,0.10000151660423634,0.10000447602885537,0.1000022065125113,0.10000257601358267,0.1000013596677296,0.10000379462743769,0.10000475863592737
64050,0.10000282787959337,0.10000369335211046,0.1000229681519471,0.10000047155752947,0.1000044818544977,0.10000125924653076,0.10000249153512424,0.1000013596677296,0.10000081415400251,0.10000209147462201
64550,0.10000151185540682,0.10000228864385939,0.10000263588612773,0.10000047155752947,0.10000101774225012,0.10000106601774351,0.10000153398136473,0.10000243835022234,0.10000081415400251,0.10000125809195509
65050,0.10000119708082597,0.10000166103641696,0.10000263588612773,0.10000031732475184,0.10000101774225012,0.10000057192667311,0.10000044418735768,0.10000080612629601,0.10000014500251887,0.1000010229164944
65550,0.10000054018727869,0.10000038656945032,0.10000242478830394,0.10000003371124382,0.10000029425889823,0.10000030820314523,0.1000003026525188,0.10000028184664286,0.10000014500251887,0.10000025451326117
66050,0.10000037254096943,0.10000036770112355,0.10000147693284682,0.10000003371124382,0.10000030736211403,0.10000013531413625,0.10000019639450633,0.10000023054288618,0.1000001465914413,0.10000022728115998
66550,0.10000010788383971,0.10000011361596993,0.1000011684468312,0.10000007995093516,0.10000015815978804,0.1000000666229333,0.10000011057147477,0.10000016490542113,0.1000001146925873,0.10000005529201679
67050,0.10000005732072642,0.10000005291492592,0.10000045511343666,0.10000001878239392,0.10000015815978804,0.10000009754056274,0.10000010119986115,0.1000000810705543,0.10000005399581474,0.10000011195016345
67550,0.10000002094165107,0.1000000699153458,0.10000018594925991,0.10000001539092478,0.10000003921695019,0.10000002398072524,0.10000004449852855,0.10000001675169402,0.10000001544702403,0.10000005467396347
68050,0.10000002508622971,0.10000003617385639,0.10000021611440889,0.10000000750954105,0.10000003921695019,0.1000000254750193,0.100000020625506,0.10000001615305654,0.10000000656336218,0.10000003986180664
68550,0.10000002132783853,0.1000000167488337,0.10000007819347748,0.10000000350245516,0.10000001258526263,0.1000000145274428,0.10000001412486029,0.10000000861115806,0.10000000656336218,0.10000001092332857
69050,0.10000001048693193,0.10000001395503226,0.10000004873501749,0.100000003201369,0.1000000070825091,0.10000000887246878,0.10000000985012969,0.10000000979067868,0.10000000364261426,0.10000000537664239
69550,0.1000000045344968,0.10000000567321551,0.10000003292210481,0.10000000213887274,0.10000000425081595,0.10000000423097728,0.10000000426765543,0.10000000496358316,0.10000000375731018,0.10000000350620443
70050,0.10000000357285713,0.10000000511247448,0.10000001345529178,0.10000000117890205,0.10000000282094702,0.10000000254608747,0.10000000144166024,0.1000000029341698,0.10000000133890143,0.1000000016617455
70550,0.10000000181263949,0.10000000142494868,0.10000000751431631,0.10000000045295664,0.10000000086867783,0.1000000009438754,0.1000000020998996,0.1000000007068302,0.10000000086463315,0.10000000117471168
71050,0.10000000108992586,0.10000000130276782,0.10000000592904748,0.10000000033094096,0.10000000086867783,0.10000000044782019,0.10000000068392492,0.10000000058463482,0.10000000029521754,0.10000000052609787
71550,0.10000000056478933,0.10000000035018905,0.10000000121861616,0.10000000027738377,0.10000000068138958,0.10000000028949377,0.10000000021769839,0.10000000023239211,0.10000000013821321,0.10000000027715218
72050,0.10000000021892534,0.100000000433811,0.10000000082196514,0.10000000011214578,0.10000000030068781,0.10000000025638046,0.10000000021769839,0.10000000009894508,0.10000000014838901,0.10000000007442184
72550,0.10000000006001905,0.10000000021333894,0.10000000070634381,0.10000000005427859,0.10000000010521945,0.1000000000564004,0.10000000020665953,0.10000000010869478,0.10000000010111659,0.1000000001094809
73050,0.10000000004441185,0.10000000006187423,0.10000000030064166,0.10000000002779895,0.1000000001206358,0.1000000000564004,0.10000000006439975,0.10000000010459588,0.10000000004973754,0.10000000007156246
73550,0.10000000003981346,0.10000000006187423,0.10000000021970125,0.10000000001888477,0.10000000004961981,0.10000000004609731,0.10000000003885529,0.10000000004159346,0.10000000003747102,0.10000000002803931
74050,0.10000000004017255,0.10000000003894009,0.10000000007129604,0.10000000001888477,0.1000000000409224,0.1000000000151102,0.10000000002341293,0.10000000001480036,0.10000000001417862,0.10000000001513906
74550,0.10000000002813007,0.10000000001856202,0.10000000003371738,0.1000000000096021,0.100000000019503,0.10000000000970367,0.10000000002674274,0.10000000001655694,0.10000000001064234,0.1000000000091421
75050,0.10000000001465853,0.100000000012758,0.1000000000513854,0.10000000000449757,0.10000000000907049,0.10000000000611924,0.10000000000760248,0.10000000000415482,0.10000000000462116,0.10000000000291781
75550,0.10000000000288212,0.10000000000599853,0.10000000003103252,0.1000000000012506,0.10000000000528655,0.10000000000265641,0.1000000000060182,0.10000000000415482,0.10000000000301326,0.10000000000370542
76050,0.100000000001938,0.10000000000332257,0.10000000001952124,0.1000000000012506,0.1000000000033774,0.10000000000215922,0.10000000000233422,0.10000000000415482,0.10000000000145083,0.10000000000136285
76550,0.10000000000174099,0.10000000000189295,0.10000000000447071,0.10000000000074552,0.10000000000119345,0.10000000000109538,0.10000000000157272,0.100000000002175,0.10000000000115815,0.10000000000088026
77050,0.10000000000100967,0.100000000001076,0.10000000000234234,0.10000000000036308,0.1000000000007515,0.10000000000044812,0.10000000000084618,0.10000000000088344,0.10000000000038274,0.10000000000072579
